Start,Stop,Speaker
793.8647187500001,794.8772187500001,SPEAKER_04
795.4678437500002,796.1259687500001,SPEAKER_03
797.2903437500001,807.3815937500001,SPEAKER_03
804.0065937500001,804.37784375,SPEAKER_00
806.5715937500001,806.75721875,SPEAKER_00
806.77409375,806.8415937500001,SPEAKER_00
807.02721875,807.1284687500001,SPEAKER_00
807.1453437500002,810.4865937500001,SPEAKER_00
807.3984687500001,810.7903437500001,SPEAKER_03
810.7903437500001,811.4653437500001,SPEAKER_00
811.4653437500001,818.3334687500001,SPEAKER_03
818.5022187500001,826.16346875,SPEAKER_03
826.48409375,852.06659375,SPEAKER_03
829.6397187500002,830.6184687500001,SPEAKER_00
830.8547187500001,830.9053437500002,SPEAKER_00
831.05721875,832.0359687500002,SPEAKER_00
834.61784375,835.05659375,SPEAKER_00
838.43159375,838.51596875,SPEAKER_00
838.6172187500001,838.71846875,SPEAKER_00
840.10221875,840.35534375,SPEAKER_00
847.13909375,848.5903437500001,SPEAKER_00
852.06659375,852.6740937500001,SPEAKER_00
852.6740937500001,852.6909687500001,SPEAKER_03
853.14659375,853.46721875,SPEAKER_03
853.5347187500001,853.56846875,SPEAKER_03
853.56846875,859.8797187500002,SPEAKER_04
859.3059687500001,859.32284375,SPEAKER_00
859.32284375,859.47471875,SPEAKER_03
859.47471875,859.52534375,SPEAKER_00
859.52534375,859.5759687500001,SPEAKER_03
859.5759687500001,859.7109687500001,SPEAKER_00
859.93034375,865.7690937500001,SPEAKER_04
863.3897187500002,863.96346875,SPEAKER_03
865.7690937500001,866.51159375,SPEAKER_03
865.7859687500002,866.1572187500001,SPEAKER_04
866.79846875,867.5578437500001,SPEAKER_03
868.23284375,875.53971875,SPEAKER_03
875.53971875,882.12096875,SPEAKER_04
875.97846875,898.28721875,SPEAKER_03
885.47909375,885.7490937500002,SPEAKER_01
885.7490937500002,885.8672187500001,SPEAKER_00
885.8672187500001,887.06534375,SPEAKER_01
887.06534375,887.08221875,SPEAKER_02
892.24596875,894.0178437500001,SPEAKER_00
898.45596875,898.9622187500001,SPEAKER_03
898.9622187500001,899.01284375,SPEAKER_04
899.01284375,899.02971875,SPEAKER_00
899.02971875,899.2322187500001,SPEAKER_04
899.97471875,901.1897187500001,SPEAKER_03
901.42596875,901.8984687500001,SPEAKER_04
902.2865937500001,902.35409375,SPEAKER_04
902.35409375,903.3159687500001,SPEAKER_03
902.37096875,904.6828437500001,SPEAKER_04
904.1597187500001,905.35784375,SPEAKER_03
905.35784375,906.21846875,SPEAKER_04
906.91034375,915.58409375,SPEAKER_03
907.87221875,910.13346875,SPEAKER_04
910.13346875,910.1672187500001,SPEAKER_00
910.1672187500001,910.38659375,SPEAKER_04
910.38659375,910.53846875,SPEAKER_00
910.53846875,910.69034375,SPEAKER_04
912.2934687500001,913.0359687500002,SPEAKER_00
913.0359687500002,913.23846875,SPEAKER_01
913.23846875,913.4240937500001,SPEAKER_00
913.4240937500001,913.4578437500002,SPEAKER_01
913.4578437500002,913.66034375,SPEAKER_00
913.66034375,913.8797187500002,SPEAKER_01
913.8797187500002,913.89659375,SPEAKER_00
913.89659375,913.91346875,SPEAKER_01
913.91346875,915.02721875,SPEAKER_00
915.02721875,915.0947187500001,SPEAKER_01
915.58409375,922.9753437500001,SPEAKER_01
916.8328437500002,916.9678437500002,SPEAKER_03
917.01846875,917.03534375,SPEAKER_03
920.3428437500002,920.5959687500001,SPEAKER_00
922.9753437500001,923.1272187500001,SPEAKER_04
923.1272187500001,923.1609687500002,SPEAKER_01
923.1609687500002,923.21159375,SPEAKER_04
923.21159375,923.61659375,SPEAKER_01
923.6672187500001,923.7178437500002,SPEAKER_01
923.9709687500001,924.0047187500002,SPEAKER_01
925.99596875,926.60346875,SPEAKER_04
926.60346875,926.9072187500001,SPEAKER_02
926.9072187500001,927.0590937500001,SPEAKER_04
927.0759687500001,927.1772187500001,SPEAKER_04
927.2278437500001,927.24471875,SPEAKER_04
928.54409375,934.4165937500002,SPEAKER_04
930.7040937500001,934.3828437500001,SPEAKER_01
934.4165937500002,934.5515937500002,SPEAKER_03
935.2097187500001,935.2265937500001,SPEAKER_03
935.2265937500001,936.0365937500001,SPEAKER_01
935.9522187500002,935.96909375,SPEAKER_03
935.96909375,936.3572187500001,SPEAKER_04
936.0365937500001,945.9253437500001,SPEAKER_03
936.3572187500001,936.40784375,SPEAKER_01
942.19596875,945.72284375,SPEAKER_00
945.9253437500001,946.1784687500001,SPEAKER_00
946.1784687500001,948.62534375,SPEAKER_03
946.7353437500001,949.67159375,SPEAKER_00
